,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
0,1801,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.343,14.444,14.286,0.144,14.294,14.286,14.292,14.291,14.286,14.289,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.287,0.0,0.0,14.295,0.0,14.286,14.37,0.0,0.0,14.449,0.0,0.0,14.322,14.396,0.551,14.427,0.66,0.388,14.29,14.286,14.286,14.302,14.286
1,1808,14.286,14.286,0.0,14.286,0.0,14.286,14.286,14.286,0.0,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.29,0.228,14.447,14.301,0.126,0.058,14.286,14.332,14.286,14.29,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.288,0.0,14.286,14.291,0.0,0.0,14.419,0.0,0.0,14.413,0.0,0.0,14.36,0.455,0.13,14.73,0.0,0.1,14.289,0.0,14.286,14.381,14.286
2,1815,14.286,0.0,0.0,14.286,0.0,0.0,14.286,14.286,0.0,14.286,0.0,0.153,14.286,14.286,14.286,14.286,0.0,14.286,14.286,14.286,0.437,14.451,14.304,0.106,14.292,14.286,0.147,14.286,14.286,14.295,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.291,0.0,14.286,14.286,0.0,14.286,14.601,0.0,0.0,14.336,0.649,0.42,14.735,0.594,0.215,14.309,14.286,14.286,14.463,0.0
3,1823,14.286,14.286,0.0,14.286,0.0,14.286,14.286,14.286,0.0,14.286,0.0,0.0,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.286,0.084,14.317,0.0,0.075,14.286,0.0,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.448,0.0,0.0,14.295,0.0,0.19,14.358,0.07,0.0,14.289,14.286,14.286,14.359,0.0
4,1830,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,14.286,14.286,0.0,0.0,0.0,14.293,14.313,14.534,14.3,0.099,14.297,14.286,14.286,14.299,0.0,0.0,14.286,14.286,0.0,14.286,14.286,0.0,14.286,14.293,14.286,14.286,14.301,0.0,14.286,14.372,0.0,0.0,14.644,0.0,0.0,14.343,1.562,0.453,15.617,0.882,0.124,14.317,0.0,0.0,14.537,0.0
5,1838,14.286,14.286,0.0,14.286,0.0,14.286,14.286,14.286,0.0,14.286,0.0,0.0,14.286,14.286,0.0,14.286,0.0,14.286,0.0,14.29,0.696,14.454,0.123,0.591,0.109,14.29,14.299,14.295,14.288,14.295,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.31,0.0,14.286,14.388,0.0,0.0,14.908,0.0,0.0,14.375,0.549,0.679,15.307,0.392,0.0,14.299,0.0,14.286,14.39,0.0
6,1845,14.286,14.286,0.0,14.286,0.0,0.0,14.286,14.286,0.0,14.286,0.0,0.0,14.286,14.286,0.0,14.286,0.0,14.286,14.286,14.289,0.711,14.487,14.299,0.269,14.311,14.288,0.0,14.302,14.318,14.299,14.286,14.286,14.286,14.286,14.286,14.286,14.286,14.286,0.0,0.0,14.291,0.061,14.286,14.321,14.286,0.0,14.561,14.286,0.0,14.377,1.124,0.542,15.519,0.977,0.0,14.314,0.0,14.286,14.574,0.265
7,1852,14.286,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.305,14.286,14.286,14.286,14.286,0.0,14.331,0.0,14.296,14.352,14.478,14.302,0.305,14.295,14.287,14.317,14.286,14.289,14.292,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.286,0.0,14.286,14.307,14.286,14.286,14.309,0.0,14.286,14.586,0.0,0.0,14.364,3.075,2.054,0.0,3.539,0.546,14.302,0.0,14.297,14.419,14.352
8,1860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,14.286,14.286,0.0,14.286,0.0,14.293,0.525,14.526,14.299,0.169,0.121,14.286,0.0,14.292,0.0,14.286,14.286,14.286,0.0,14.286,14.286,14.286,14.286,14.292,14.286,14.286,14.294,14.286,0.0,14.36,14.286,0.0,14.496,0.0,0.0,14.423,2.06,0.387,15.497,0.874,0.41,14.327,0.339,14.286,15.255,0.396
9,1867,0.0,14.286,0.0,14.286,0.0,0.0,0.0,14.286,0.0,14.286,0.0,0.0,14.286,14.286,14.286,14.286,14.286,0.238,14.286,14.291,0.408,4.424,14.311,0.688,14.306,14.288,14.314,14.309,14.286,14.286,14.292,14.286,14.286,14.286,14.286,14.286,14.286,14.288,0.0,14.286,14.302,0.0,0.0,0.072,14.286,0.0,0.351,14.286,0.0,14.398,14.42,3.318,15.065,2.46,0.472,14.3,0.0,0.151,14.614,0.302
