,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
0,1801,8.428,5.354,40.145,12.381,39.046,11.484,6.485,5.734,41.471,0.0,36.711,12.501,7.949,0.0,57.517,23.894,54.588,23.989,20.785,11.659,33.933,14.999,29.505,10.016,7.835,0.0,46.795,30.235,26.248,16.213,16.307,0.0,24.561,11.759,0.0,6.724,11.861,0.0,19.38,9.455,9.857,4.115,5.825,11.229,43.236,14.825,37.974,12.829,17.767,8.535,30.998,20.092,30.703,7.561,7.75,6.891,24.061,21.157,24.04,6.452
1,1808,6.78,2.769,34.066,14.668,36.526,9.846,7.603,3.931,44.506,20.625,41.305,13.141,10.235,15.067,53.14,20.448,57.037,19.741,13.793,8.808,36.353,16.306,29.409,9.416,12.802,11.446,36.834,23.677,23.719,12.082,10.828,0.0,18.584,9.081,9.885,4.774,7.906,0.0,14.637,7.346,7.096,3.071,5.328,10.87,40.733,12.202,49.673,10.57,12.246,5.051,30.359,17.27,29.159,7.119,6.99,4.571,18.826,18.586,19.328,5.344
2,1815,9.347,4.284,48.279,17.103,46.672,13.978,4.315,0.0,53.414,21.459,50.436,16.734,0.0,20.475,59.52,28.613,52.297,23.845,18.633,13.151,39.153,0.0,36.005,13.849,15.85,0.0,53.467,32.937,30.995,21.962,17.326,0.0,32.172,12.662,4.417,6.434,8.145,0.0,21.684,10.281,0.0,3.804,4.144,0.0,50.029,17.672,51.467,14.058,18.872,10.073,37.155,20.798,34.897,9.341,9.104,6.574,29.437,21.642,27.195,6.867
3,1823,10.565,5.179,42.303,19.016,40.424,15.122,4.742,5.978,43.7,23.575,47.852,19.825,0.0,0.0,53.115,0.0,53.693,26.111,20.101,9.445,34.158,0.0,32.012,11.222,17.221,0.0,48.464,34.387,33.125,22.649,20.029,0.0,29.451,13.802,0.0,6.476,14.775,0.0,22.369,10.675,0.0,4.898,8.225,12.158,48.848,0.0,47.156,13.11,17.63,6.477,35.389,23.615,34.67,11.069,9.098,7.497,27.565,21.49,27.223,8.838
4,1830,8.563,4.662,37.423,9.527,39.993,13.475,9.644,3.887,44.692,17.506,36.913,16.643,12.904,0.0,49.869,17.902,42.183,13.747,15.57,10.286,31.414,0.0,28.035,15.747,0.0,0.0,37.112,23.997,20.675,15.718,12.3,3.663,29.81,9.006,14.888,7.319,14.509,0.0,23.052,7.765,11.661,5.345,7.289,0.0,41.519,13.982,5.839,6.443,6.855,0.0,25.346,16.479,24.934,12.336,7.907,0.0,23.662,15.076,18.942,6.872
5,1838,13.463,4.676,45.039,20.532,46.267,19.346,11.118,0.0,56.493,34.18,53.191,28.34,24.539,0.0,57.728,29.577,59.767,30.248,21.616,13.171,45.279,27.11,40.033,19.38,31.274,0.0,52.84,42.021,35.875,28.246,22.442,0.0,31.634,15.735,16.104,8.681,21.082,0.0,24.536,11.166,15.111,5.654,10.258,12.655,51.658,24.977,48.971,18.139,27.503,7.48,38.697,27.406,37.19,14.877,12.345,8.979,30.343,26.017,28.554,10.754
6,1845,12.848,4.63,44.874,17.46,45.788,16.449,4.37,4.721,51.249,3.787,47.033,20.941,16.183,0.0,58.854,27.749,47.113,24.158,19.67,12.499,41.921,0.0,38.277,15.157,19.967,0.0,50.435,35.7,28.765,22.738,21.929,0.0,33.375,12.052,5.339,7.009,9.63,0.0,27.956,10.176,0.0,5.977,4.953,0.0,53.859,19.872,51.486,14.77,24.953,8.719,38.99,24.526,36.345,11.19,10.355,0.0,31.726,23.853,30.869,9.103
7,1852,17.857,5.643,47.701,21.505,22.495,18.005,4.258,0.0,59.19,12.485,61.794,26.182,0.0,0.0,66.12,34.713,60.727,30.665,28.205,13.367,44.263,0.0,47.603,18.919,0.0,0.0,57.106,43.801,44.948,28.366,25.664,0.0,39.755,17.714,10.139,6.871,10.386,0.0,30.309,13.707,0.0,6.331,5.115,0.0,60.604,6.645,52.13,23.315,28.568,12.187,40.912,32.532,40.967,14.965,15.443,6.74,34.137,28.022,35.426,10.326
8,1860,7.973,4.08,38.027,12.527,40.127,11.338,7.521,4.184,50.946,4.497,51.525,14.715,11.705,0.0,59.262,20.718,45.837,15.827,16.386,11.354,25.874,13.827,38.345,12.894,0.0,0.0,39.127,29.294,23.729,16.912,14.242,3.128,28.959,10.476,15.136,5.559,13.778,1.248,22.638,9.979,9.983,3.869,5.782,0.0,44.895,13.336,36.692,8.433,6.545,0.0,27.406,16.718,27.13,8.576,6.68,3.807,22.934,17.09,19.628,5.919
9,1867,16.421,5.492,53.514,22.762,28.624,19.448,4.924,5.588,55.467,34.012,55.414,25.379,0.0,19.609,66.2,37.627,59.552,25.966,25.857,18.291,50.515,0.0,48.729,20.43,13.689,0.0,64.323,49.624,42.273,33.494,31.009,0.0,39.37,19.149,27.614,7.468,18.844,0.0,30.522,15.893,0.0,5.709,8.307,9.644,57.677,26.143,51.377,14.811,23.962,11.911,44.364,32.744,39.506,12.005,14.969,6.176,36.18,31.65,33.261,9.95
10,1875,18.521,6.154,51.278,26.729,56.326,18.424,17.842,0.0,58.768,38.572,60.236,23.195,23.778,0.0,69.036,37.341,50.872,28.352,30.457,16.366,44.019,0.0,51.384,16.646,18.001,13.407,56.159,43.555,35.088,25.343,25.395,0.0,41.881,22.843,12.181,11.055,25.768,0.0,34.185,15.36,0.0,7.239,5.57,0.0,60.802,28.976,49.371,17.284,32.306,11.699,45.302,34.685,41.321,13.03,15.949,5.01,34.459,26.574,31.253,9.95
