,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
0,1801,1.627,0.697,3.508,1.388,11.017,1.11,1.142,1.27,5.869,2.786,10.709,2.64,1.788,4.175,12.476,2.436,10.734,5.029,3.723,0.692,5.524,1.065,3.994,1.43,0.515,1.652,5.946,3.12,7.391,2.764,1.403,2.2,5.847,2.023,2.917,1.311,1.59,2.254,5.557,2.89,4.753,2.182,1.924,4.133,7.994,1.232,8.959,1.747,2.25,2.1,3.386,1.506,5.816,1.116,0.466,1.476,4.291,3.452,4.971,1.573
1,1808,0.636,0.318,1.74,0.754,4.778,0.545,0.37,0.334,3.819,1.292,4.544,1.442,0.583,3.032,6.996,1.541,8.501,3.752,2.067,0.522,4.865,0.466,2.564,0.985,0.191,0.849,2.897,1.545,2.635,1.267,0.582,0.591,2.389,0.624,1.058,0.533,0.578,0.573,2.047,0.902,1.7,0.878,0.661,1.932,3.957,0.891,4.359,1.275,1.162,0.656,1.765,0.592,1.754,0.596,0.256,0.562,1.948,1.395,1.639,0.91
2,1815,2.13,0.628,7.812,2.968,16.252,1.945,2.43,1.455,8.823,4.082,12.797,3.379,2.267,5.127,11.317,2.541,13.731,5.957,4.138,0.759,8.066,1.022,4.582,1.652,0.575,2.031,8.435,4.054,8.465,3.519,1.83,2.374,8.007,3.334,5.156,1.166,2.15,2.04,6.413,3.07,6.908,1.981,2.261,5.344,8.097,1.778,11.569,1.661,2.477,4.097,5.011,2.328,8.078,1.229,0.819,1.688,4.78,4.456,5.059,1.447
3,1823,1.617,0.659,4.831,2.597,10.268,1.609,1.796,1.126,6.919,3.188,10.638,3.896,2.308,5.932,11.794,3.409,12.827,6.252,5.765,0.52,5.235,1.34,3.725,1.319,0.511,1.994,6.368,4.665,6.969,3.414,1.849,1.967,6.732,3.362,4.8,1.291,2.499,1.731,5.805,2.91,6.885,1.955,2.159,3.258,8.654,2.097,10.547,2.048,3.574,1.761,4.004,2.322,5.532,1.253,0.562,1.409,4.444,3.766,6.639,1.817
4,1830,1.015,0.392,3.906,1.829,7.933,1.132,0.778,0.816,7.458,2.678,10.828,2.641,1.225,3.835,8.859,3.824,11.978,3.995,2.741,0.346,2.464,0.499,3.76,1.23,0.229,0.755,4.539,4.548,5.084,2.65,0.935,0.895,5.153,1.699,3.641,1.107,0.969,0.847,4.219,2.164,4.78,1.413,0.791,1.321,6.367,1.702,5.307,1.132,1.659,1.053,3.167,2.004,3.996,1.608,0.529,1.246,3.701,3.385,3.36,1.731
5,1838,2.845,0.675,7.664,3.741,14.895,2.61,2.364,1.316,8.852,5.65,15.66,6.464,3.373,5.812,13.83,3.476,15.742,7.35,5.572,1.239,11.092,1.481,9.217,2.447,1.07,2.432,8.984,5.248,6.983,4.834,2.322,2.533,7.223,3.779,7.616,2.015,3.19,2.205,7.07,3.431,10.071,2.685,2.598,4.031,9.724,2.713,12.215,3.089,4.937,3.33,6.22,3.685,9.976,2.897,1.312,2.271,5.821,4.795,6.366,3.05
6,1845,2.547,0.496,6.611,4.282,12.633,2.3,2.528,1.431,8.843,6.555,15.087,4.79,3.079,5.748,12.626,3.683,13.83,7.353,5.427,1.116,6.229,1.423,5.143,1.719,0.75,2.346,6.797,4.879,6.967,4.246,2.887,2.074,5.298,3.289,6.643,1.44,3.826,1.487,6.226,3.869,8.914,2.099,3.148,4.387,9.153,3.334,11.869,2.398,4.401,2.932,5.323,3.098,9.632,1.934,1.172,3.167,4.947,6.138,8.2,2.508
7,1852,2.611,0.478,5.905,2.89,14.871,1.558,1.673,0.923,6.98,4.675,15.777,3.928,2.306,6.055,16.133,3.716,17.271,8.293,5.748,0.519,3.299,0.557,5.446,1.482,0.238,1.345,7.385,4.391,5.13,3.949,1.379,1.69,9.252,3.589,8.274,1.614,4.635,1.075,8.253,3.788,7.295,2.101,4.427,3.32,11.813,2.231,10.786,2.29,4.981,1.671,5.017,3.311,6.643,1.699,1.068,1.916,5.687,5.42,8.387,2.258
8,1860,1.232,0.209,2.724,2.22,8.202,0.906,0.862,0.499,4.662,2.647,7.636,1.264,0.928,2.894,10.567,3.935,10.913,3.074,2.929,0.172,1.124,0.272,3.699,0.708,0.14,0.875,3.514,3.248,5.16,1.265,1.116,0.334,3.006,1.714,2.283,0.824,1.326,0.316,2.602,2.106,2.874,1.025,1.014,1.245,5.892,1.705,5.563,0.873,1.669,0.571,2.285,1.886,3.561,0.76,0.512,0.658,2.366,3.822,3.617,1.161
9,1867,4.359,0.765,8.297,6.948,19.357,2.525,3.858,1.505,8.919,9.002,18.953,4.447,4.267,6.233,17.526,4.435,17.283,8.276,7.918,0.576,8.164,1.896,8.43,1.845,0.862,2.669,12.382,7.613,15.53,6.254,4.082,4.157,11.437,8.345,15.682,2.672,9.57,1.872,8.995,5.114,13.119,2.798,4.914,4.291,12.068,3.6,10.846,2.259,5.74,3.34,7.348,3.95,13.31,1.884,1.386,3.749,7.83,7.933,13.755,2.964
10,1875,3.569,1.011,8.696,6.885,17.125,3.345,3.888,1.742,9.316,8.185,17.007,4.527,3.881,6.268,18.243,5.357,14.402,7.559,8.134,0.666,4.875,1.677,8.783,1.6,0.874,2.542,10.296,7.12,9.013,5.705,4.0,5.095,9.129,6.645,12.462,2.309,6.691,2.561,8.932,5.147,10.247,2.574,4.427,4.152,13.525,3.589,11.281,2.208,5.266,5.628,7.143,4.784,11.902,2.018,1.215,3.265,7.007,6.732,8.683,2.902
11,1882,4.665,0.754,7.991,7.964,16.929,3.443,5.763,1.667,9.177,10.386,19.111,6.079,4.837,7.157,19.584,5.877,17.253,10.538,9.483,0.912,6.824,1.852,10.39,2.1,1.147,2.666,9.716,7.208,9.428,5.996,4.22,4.58,11.682,8.557,12.246,3.095,10.853,2.113,12.673,7.262,10.318,2.968,6.194,5.94,16.789,4.94,15.515,3.666,7.865,4.474,7.631,5.205,11.924,2.849,2.09,3.745,8.033,8.147,10.026,3.354
12,1889,6.165,0.711,7.408,7.826,16.384,3.309,4.406,1.781,9.03,10.61,22.195,5.332,4.857,6.354,16.949,10.074,20.864,8.354,8.169,0.806,4.179,2.31,8.218,2.082,1.054,3.745,9.421,9.989,11.494,7.966,7.658,4.711,10.204,9.807,17.189,2.906,10.148,2.959,9.167,9.21,11.68,2.887,6.46,5.049,11.79,7.211,20.276,2.636,6.794,4.164,6.366,8.829,14.729,2.732,2.838,5.792,8.112,12.877,16.634,3.983
13,1897,4.779,0.548,8.001,8.718,15.352,3.691,4.118,0.997,9.695,10.797,22.524,4.148,4.158,6.083,19.875,10.008,20.843,8.079,8.54,0.619,5.047,2.504,6.827,1.751,1.292,2.527,11.31,9.305,12.771,7.955,5.47,1.977,11.557,11.351,12.307,3.36,8.354,1.477,11.163,10.353,12.472,3.696,6.094,2.577,13.626,6.779,16.362,2.4,4.089,3.43,7.374,9.532,14.829,2.618,1.942,3.654,9.151,12.262,12.652,3.915
14,1904,1.783,0.283,2.622,2.372,6.271,0.95,0.935,0.38,3.664,2.974,7.864,1.295,1.445,2.797,8.524,4.05,11.921,4.461,4.176,0.274,1.345,1.093,2.771,0.799,0.612,0.621,3.235,4.804,4.554,2.035,1.515,0.287,3.312,2.232,1.939,0.723,1.886,0.29,2.817,2.229,2.443,0.708,1.051,0.746,6.497,1.642,3.758,0.809,1.628,0.739,2.512,3.14,3.803,1.008,0.595,0.442,3.144,5.351,3.065,1.326
15,1912,3.969,0.495,8.079,4.091,13.62,2.949,1.4,0.696,8.958,7.725,16.158,2.994,2.18,2.995,9.048,5.549,14.904,4.695,5.988,0.387,3.479,1.274,5.444,1.72,0.727,1.232,8.499,8.957,8.672,4.259,2.913,0.733,7.901,9.198,6.354,2.64,5.968,0.491,7.217,7.704,5.356,1.628,3.386,0.991,7.374,3.538,7.702,1.364,2.334,1.215,5.401,6.22,8.214,1.642,1.046,1.052,7.143,10.471,8.432,2.569
16,1919,4.541,0.499,6.784,5.141,10.427,3.041,2.133,1.213,8.925,8.397,15.324,3.892,3.464,5.152,13.864,8.386,14.236,6.492,7.308,0.794,4.625,2.477,7.234,2.173,1.362,2.642,10.071,9.274,10.708,4.288,6.07,1.593,8.128,6.621,7.805,3.063,8.811,1.697,7.39,4.993,5.95,2.781,2.882,3.179,9.532,5.246,12.014,1.923,3.475,4.118,7.662,5.834,9.119,2.394,1.676,3.341,9.01,9.171,9.543,3.046
17,1927,3.674,0.404,5.614,4.106,9.308,2.725,1.939,0.887,6.917,7.583,14.532,4.368,2.697,3.611,10.068,5.995,17.479,6.668,5.349,0.399,3.742,2.004,3.287,1.722,1.072,1.041,6.325,7.712,6.942,4.515,2.918,1.335,8.836,6.96,7.356,2.797,7.042,1.005,7.595,5.601,5.342,3.175,2.815,1.748,10.128,3.947,7.284,2.041,2.641,2.395,5.928,6.127,8.224,2.819,1.622,1.909,7.796,9.95,8.488,3.282
18,1934,2.115,0.315,3.54,2.578,7.504,1.611,1.104,0.41,4.289,4.721,6.811,2.239,1.343,2.424,7.988,5.197,11.736,4.525,3.767,0.268,2.131,1.004,2.294,1.087,0.664,0.537,4.047,3.673,4.372,2.223,1.578,1.898,5.38,3.237,6.127,2.063,3.963,0.891,4.531,3.087,4.779,1.562,1.475,1.576,8.496,3.734,8.747,1.933,2.26,1.557,3.61,3.046,6.18,1.755,0.858,1.622,4.337,6.341,5.475,2.025
19,1941,1.91,0.19,3.873,2.709,7.033,1.095,1.096,0.438,3.305,4.499,7.026,1.418,1.385,2.057,9.535,4.142,12.938,4.444,3.749,0.213,2.585,1.12,3.0,0.98,0.568,0.399,4.017,3.848,6.299,1.527,1.27,0.518,5.887,2.667,3.861,1.457,2.402,0.36,4.49,2.979,4.05,1.34,1.313,1.095,9.632,2.633,6.683,1.289,1.996,0.955,2.955,2.503,6.77,1.158,0.714,0.704,4.343,5.717,4.682,1.417
20,1949,2.169,0.264,2.568,2.294,5.498,1.166,1.479,0.609,3.336,5.427,7.83,1.924,2.031,3.193,8.746,6.231,13.515,5.377,4.919,0.333,1.373,1.289,2.388,0.824,0.868,0.608,3.233,4.103,3.958,2.348,1.429,1.101,4.975,2.901,5.084,1.704,3.828,0.901,4.173,3.367,4.608,1.697,1.898,1.935,7.405,3.547,6.198,1.703,2.584,1.391,3.196,2.965,6.474,1.584,0.973,1.647,4.775,5.985,6.577,1.912
21,1956,3.602,0.294,2.578,4.48,5.568,1.5,2.791,0.508,2.818,6.659,6.447,1.901,3.556,3.07,7.925,6.814,11.629,4.693,4.687,0.281,0.933,1.823,2.44,0.94,1.155,0.595,2.61,5.678,4.76,1.839,2.405,1.249,4.091,5.617,5.813,1.187,6.458,1.084,3.528,5.131,5.56,1.536,3.029,2.358,5.672,3.485,6.741,1.635,2.677,1.829,2.831,3.924,7.007,1.523,1.205,1.275,3.426,7.897,6.954,1.719
22,1964,3.43,0.286,3.365,4.405,4.364,2.208,1.88,0.476,4.094,5.996,3.663,2.53,2.139,2.213,7.558,6.869,11.366,4.8,4.547,0.167,0.705,1.365,1.081,1.013,1.278,0.544,3.792,5.578,2.953,2.527,2.648,1.359,5.655,4.639,3.492,2.079,4.526,0.636,4.451,3.945,2.844,1.625,1.799,1.463,6.93,3.363,4.615,1.822,1.612,1.121,2.7,3.28,3.522,1.298,0.972,1.045,4.128,6.121,4.007,1.954
23,1971,6.252,0.476,4.839,9.845,7.189,4.654,5.413,0.983,7.291,10.503,6.498,4.53,5.444,3.534,13.623,12.032,15.172,10.495,7.417,0.489,1.674,3.383,2.735,2.755,3.134,1.323,9.487,12.974,7.17,6.579,6.079,4.169,9.517,8.754,9.441,5.773,12.113,1.751,8.021,7.794,6.544,3.447,5.022,4.45,11.548,6.531,10.763,3.643,5.229,3.059,5.627,6.967,8.34,4.326,2.578,3.144,8.287,11.831,10.274,4.969
24,1978,5.187,0.447,5.143,7.048,7.21,5.427,3.887,1.207,7.899,10.007,10.45,7.566,4.537,4.705,11.861,11.388,14.958,10.066,7.613,0.433,1.174,3.725,3.208,3.19,2.514,1.22,9.278,12.18,7.551,7.244,4.904,3.436,7.264,5.277,8.393,4.721,7.229,2.768,7.858,6.217,7.13,4.825,3.989,5.354,13.057,7.134,11.042,5.02,4.545,4.155,6.978,6.714,10.042,5.412,2.606,3.438,8.376,9.565,7.877,5.105
25,1986,3.723,0.378,4.559,5.254,4.453,3.696,3.548,1.035,6.684,8.895,7.005,4.919,4.227,4.238,16.059,8.027,11.335,7.365,15.114,0.292,0.775,1.913,1.701,1.779,1.676,0.944,8.643,12.101,5.894,7.796,4.698,1.931,5.696,2.807,5.247,2.974,2.936,1.869,7.08,5.599,3.954,3.05,3.399,3.945,10.19,4.816,7.221,3.191,14.893,2.064,5.795,5.097,5.41,3.879,1.78,2.179,7.392,9.186,6.687,3.458
26,1993,5.952,0.52,5.998,7.124,6.453,4.687,3.866,1.429,8.922,11.681,7.466,6.044,5.557,4.978,15.894,15.774,10.728,7.325,15.103,0.258,0.964,2.769,1.781,3.023,2.14,1.98,12.058,15.142,7.049,9.129,5.777,5.566,6.002,4.659,12.233,5.512,4.587,4.475,10.526,8.678,7.322,5.044,4.654,4.365,16.117,15.18,15.212,4.749,14.936,2.809,7.113,8.283,5.381,5.909,2.749,5.069,9.18,13.5,9.112,5.606
27,2001,4.495,0.219,4.626,3.508,15.156,3.16,1.468,0.903,7.175,10.157,7.231,5.203,3.57,5.741,16.114,15.86,11.961,8.674,15.205,14.355,14.372,2.275,2.809,2.807,1.755,1.011,12.768,10.526,4.638,8.989,3.365,1.077,7.938,3.187,4.24,4.701,2.728,2.382,13.243,8.203,5.073,4.265,3.52,3.397,17.251,15.308,7.737,5.744,14.881,1.624,9.299,7.528,5.033,4.397,1.716,1.827,15.899,13.28,6.193,6.37
28,2008,5.512,0.367,5.968,3.574,4.05,4.135,1.615,1.869,10.906,13.878,10.814,8.731,4.97,6.739,13.525,16.095,11.102,8.1,15.244,0.237,14.361,1.362,2.947,3.784,0.661,1.64,13.022,11.753,4.894,10.49,2.818,0.499,10.197,1.108,5.399,4.545,3.372,2.986,16.848,8.359,6.085,6.756,3.35,7.315,18.325,15.21,16.037,6.155,15.014,5.55,12.682,9.549,12.037,6.68,2.71,2.552,16.339,15.833,7.452,7.548
29,2016,7.293,0.779,7.76,5.531,4.094,4.703,2.993,4.208,11.132,11.764,5.874,8.095,6.237,5.636,14.411,15.405,8.386,8.749,14.946,0.0,14.391,0.842,1.72,3.853,14.35,2.66,16.186,9.169,3.799,9.253,3.717,3.007,17.172,3.818,4.574,8.056,15.055,4.408,18.126,6.559,6.255,7.56,14.954,8.346,17.076,15.153,15.334,4.783,15.0,3.157,15.428,8.483,14.982,6.476,2.836,5.223,18.185,13.696,4.853,10.305
