,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
0,1801,1.749,0.0,5.471,0.0,2.703,2.995,0.0,0.0,2.671,1.394,1.599,1.547,1.458,1.746,8.864,0.979,2.646,1.885,1.758,0.0,11.294,0.0,4.604,0.0,1.953,1.371,23.49,2.036,14.262,5.247,2.584,6.135,2.542,0.606,18.427,2.715,0.0,1.764,2.389,0.452,9.415,1.989,1.054,5.181,4.397,0.0,10.643,1.936,0.55,4.436,8.88,1.567,11.052,1.127,2.857,4.33,7.187,1.381,20.4,3.265
1,1808,2.554,0.0,6.802,1.56,6.819,4.817,2.579,1.178,9.524,1.678,0.0,3.254,2.702,2.054,7.939,2.414,3.532,2.559,2.307,0.0,12.288,0.0,8.654,0.972,4.095,3.935,25.196,2.769,22.877,15.303,7.101,10.755,3.759,0.902,32.164,4.311,1.214,3.924,2.344,1.021,23.558,2.879,1.042,15.271,5.463,1.198,22.466,4.428,1.381,7.176,10.637,3.39,27.125,1.971,4.962,8.206,8.956,1.636,28.605,4.941
2,1815,2.613,0.0,10.16,1.366,7.672,8.24,0.0,0.0,4.81,1.665,4.17,2.14,2.143,1.835,11.362,0.915,6.586,2.243,1.869,0.0,24.259,1.129,5.186,1.22,2.623,1.732,38.744,0.0,19.835,6.488,5.815,4.854,6.368,0.783,32.866,2.447,0.94,4.935,4.813,0.934,33.269,2.026,0.715,8.733,11.153,0.841,30.933,4.145,0.919,3.498,6.598,1.335,13.055,1.369,2.66,4.109,7.622,0.742,26.375,4.626
3,1823,2.168,0.766,4.692,1.782,7.018,6.128,0.0,0.0,7.318,1.877,5.168,2.601,2.513,2.451,17.505,2.086,16.202,3.199,3.771,0.976,15.847,0.923,10.029,1.076,3.183,2.0,36.243,2.448,28.217,8.712,13.681,9.718,2.828,0.764,52.466,2.64,1.061,2.894,2.859,1.447,25.567,2.032,0.953,19.707,5.246,1.559,35.263,4.542,1.917,6.267,8.395,3.142,28.4,2.312,6.647,12.942,4.998,1.344,53.748,10.308
4,1830,1.638,0.0,6.676,1.597,9.011,2.832,0.0,0.0,8.885,1.072,3.312,2.609,1.575,2.267,13.737,1.215,6.223,1.914,2.403,0.0,24.01,1.858,8.522,1.207,1.768,2.064,29.177,0.0,22.018,9.143,7.286,4.444,4.102,0.967,32.96,2.583,1.286,3.231,6.016,0.521,22.443,1.914,0.768,7.313,7.121,0.887,27.354,3.0,1.226,6.934,22.443,3.006,27.451,1.567,5.776,5.402,5.367,1.451,37.877,1.862
5,1838,1.753,0.0,6.71,2.184,10.087,4.52,0.0,0.0,10.367,3.186,8.195,2.748,2.803,2.124,18.869,1.648,9.39,3.937,6.628,1.526,28.023,1.981,13.804,1.118,6.764,3.071,42.418,2.213,24.951,13.513,11.693,11.3,6.164,1.46,40.482,4.275,1.399,2.555,4.644,1.187,26.814,2.704,1.63,16.249,7.547,1.056,42.476,4.433,2.231,6.208,12.636,2.879,30.53,2.892,3.874,11.78,7.065,2.1,38.069,5.865
6,1845,5.425,1.092,4.674,4.303,25.956,5.815,4.59,3.044,9.811,5.145,7.529,3.701,4.147,3.066,23.137,4.33,20.531,4.628,8.458,1.367,36.99,0.0,16.102,2.54,3.813,2.523,38.737,3.616,29.872,17.768,11.944,13.395,6.778,1.827,39.987,5.611,1.654,4.549,5.541,1.298,25.375,3.063,1.898,19.435,10.614,2.916,44.055,8.25,4.154,14.325,28.057,5.222,36.587,3.629,7.716,15.159,10.566,4.403,35.306,4.662
7,1852,3.011,0.0,6.861,2.358,8.687,6.899,0.0,1.394,10.884,2.052,3.932,2.89,2.321,3.427,22.194,4.487,13.718,6.931,5.341,0.0,34.726,0.0,10.622,3.084,2.734,2.756,27.83,2.047,23.821,12.73,8.892,12.062,6.709,1.381,39.75,7.094,0.0,7.697,6.89,1.232,31.132,4.806,2.628,25.952,10.162,3.016,30.551,7.991,3.841,6.039,25.995,3.49,25.193,3.359,6.388,12.249,10.808,1.821,42.017,3.991
8,1860,0.0,0.0,6.517,0.0,5.522,1.526,0.0,0.0,2.897,0.979,3.075,1.222,1.28,0.732,8.349,1.172,7.584,2.707,1.932,0.0,14.962,0.0,2.997,0.0,1.037,0.0,19.008,0.0,15.558,2.475,3.631,4.631,5.555,0.651,26.679,2.949,0.0,1.886,3.437,0.44,11.0,1.323,0.0,4.938,6.487,0.0,21.974,3.402,1.16,1.445,6.074,1.487,20.96,0.876,3.553,2.515,5.16,0.848,26.044,1.51
9,1867,5.417,0.0,8.361,3.142,15.261,8.9,2.911,0.966,14.026,3.857,11.576,5.39,4.465,2.908,20.376,5.154,10.765,6.703,10.538,1.198,41.71,2.818,18.514,2.256,5.655,3.459,42.409,2.054,38.818,11.821,10.889,16.514,7.481,1.52,37.647,5.936,1.483,5.253,8.864,1.383,28.947,4.052,2.365,19.289,18.898,2.28,46.689,11.721,3.86,4.831,23.247,3.831,31.071,1.773,6.181,6.364,17.865,3.123,32.013,13.908
