,date,"The gendered pronoun missing in this sentence: 'In 2016, _ has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, _ is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, _ has become an adolescent.', is"
0,1801,91.01,86.996,59.071,87.35,59.745,88.212,93.245,93.911,57.89,67.118,62.618,87.252,91.723,49.926,39.594,73.8,42.581,74.359,75.977,86.151,64.31,84.102,68.618,89.647,91.387,61.198,51.719,68.373,72.0,82.969,82.234,57.087,73.128,87.193,64.088,92.675,86.657,62.632,78.593,89.591,86.842,95.406,93.032,84.264,52.793,82.955,57.857,85.441,79.428,90.823,67.968,79.45,65.638,92.178,91.922,91.39,74.456,77.855,72.231,93.159
1,1808,92.682,86.26,65.195,85.049,62.197,89.88,92.125,95.81,54.871,79.064,57.969,86.603,89.397,77.778,43.825,77.403,40.592,78.886,83.522,89.19,62.232,83.021,68.839,90.255,86.237,86.535,61.97,74.909,74.967,87.364,87.815,58.555,79.222,90.189,89.039,94.729,91.018,61.152,83.908,92.023,91.884,96.573,93.57,83.231,55.428,85.871,46.818,87.416,84.883,94.538,68.892,82.276,69.339,92.643,92.678,93.735,79.914,80.289,79.025,94.326
2,1815,89.973,80.352,50.855,82.575,51.642,85.676,64.874,75.095,45.971,78.207,48.861,82.992,61.133,67.5,37.07,68.841,44.563,74.357,77.997,83.951,58.694,47.656,62.451,85.776,83.067,59.679,44.596,65.467,67.555,77.089,81.265,61.868,64.487,86.487,63.536,93.016,48.046,65.69,76.282,89.115,63.557,95.851,67.225,35.059,43.082,80.257,44.288,83.931,77.569,89.005,61.798,78.726,62.833,90.386,90.522,91.542,68.583,77.227,69.331,92.737
3,1823,88.473,86.339,56.709,80.611,57.709,84.286,58.895,93.578,55.417,76.016,51.208,79.791,57.353,45.491,42.524,54.421,42.236,71.04,75.406,87.74,63.298,51.04,65.677,88.011,81.14,62.334,49.673,63.893,64.07,76.266,78.346,60.82,67.585,84.938,58.22,92.57,83.533,68.399,75.631,88.38,65.066,94.581,90.455,83.172,46.606,52.323,47.486,84.145,77.45,92.48,63.461,75.807,62.228,88.528,90.241,90.769,70.646,77.335,68.656,90.696
4,1830,90.482,85.015,61.482,66.087,58.556,86.135,89.898,95.285,54.345,81.974,62.221,82.821,86.267,47.721,46.641,79.958,54.563,84.573,80.459,85.39,66.345,46.602,70.148,83.282,39.687,64.322,60.524,74.251,76.854,83.151,85.851,93.81,65.724,90.245,83.905,92.089,83.745,69.737,74.277,91.367,87.023,94.115,91.229,44.726,53.648,84.068,36.476,44.073,38.357,68.257,73.445,83.089,72.76,87.245,91.635,65.246,74.248,83.931,77.805,92.553
5,1838,85.486,84.731,54.087,79.092,52.189,80.189,59.737,76.982,42.691,65.345,45.882,71.222,74.663,50.36,39.018,67.632,36.991,67.858,74.714,83.977,52.401,71.792,57.763,80.07,67.315,62.032,45.456,56.238,61.394,70.905,75.732,67.269,65.749,83.34,82.392,90.634,77.307,71.303,73.804,88.223,83.164,93.855,88.57,82.852,44.393,72.856,47.07,79.721,69.326,91.769,60.063,72.009,60.606,84.718,87.181,88.371,67.816,72.737,68.11,88.537
6,1845,85.992,81.789,54.191,82.173,52.591,83.088,58.777,94.759,47.957,62.722,52.137,78.646,83.036,46.198,37.699,69.339,49.689,73.45,76.362,84.853,55.585,44.027,59.89,84.3,78.499,58.858,47.49,62.317,69.306,76.139,76.012,64.947,63.042,86.725,61.533,48.664,44.437,68.546,69.157,88.703,63.295,93.139,62.186,43.64,40.44,77.478,43.823,82.905,70.602,89.872,59.54,74.688,61.374,88.357,89.122,54.409,65.769,74.653,66.342,89.995
7,1852,81.092,89.375,51.539,78.146,48.937,81.461,69.552,79.71,40.128,63.104,37.47,73.297,64.713,51.982,31.253,62.898,36.886,67.257,68.946,84.567,53.865,52.218,50.621,80.283,41.977,65.221,41.535,54.674,53.161,70.643,72.956,69.422,58.231,81.061,65.508,60.139,54.605,74.28,68.065,85.284,67.091,93.141,67.888,50.469,36.533,53.931,43.696,74.282,67.853,86.614,57.911,66.829,56.975,84.627,84.03,91.287,64.175,70.711,61.998,89.009
8,1860,91.124,92.479,61.129,87.163,58.862,88.318,92.158,95.057,48.271,66.576,47.737,84.916,87.574,55.222,38.251,77.32,51.223,82.577,80.345,85.112,72.267,85.233,60.129,86.505,43.6,68.339,59.242,69.12,74.473,82.086,84.292,94.877,68.527,88.683,83.729,93.848,84.752,98.036,75.675,88.968,88.891,95.661,93.031,51.527,52.014,84.798,60.246,89.915,42.477,70.508,71.553,82.893,71.172,91.105,92.931,93.185,75.574,81.895,78.474,93.669
9,1867,82.431,82.837,45.568,76.85,33.677,79.88,56.903,93.9,43.788,65.444,43.725,74.135,56.975,65.111,30.75,59.357,37.351,71.933,69.711,78.918,47.156,42.05,48.951,78.861,85.11,52.985,34.321,48.988,54.484,65.259,67.611,58.438,57.765,79.429,69.724,91.272,79.207,66.202,67.841,83.01,58.935,93.602,90.39,86.159,38.483,70.911,43.003,82.663,71.873,86.692,54.452,66.578,53.538,87.492,84.16,91.853,62.034,66.949,61.922,89.159
10,1875,80.516,85.203,47.854,72.892,42.45,81.2,81.71,79.275,40.53,60.862,38.988,76.46,75.503,49.228,28.577,60.377,46.323,69.723,66.874,80.837,53.388,44.282,46.64,82.771,80.658,84.774,42.329,55.071,62.478,73.774,73.405,64.009,55.532,75.988,53.288,88.081,72.931,70.311,64.148,83.733,62.396,92.218,64.533,45.031,36.03,69.042,47.058,80.909,64.746,87.163,53.568,64.727,56.614,86.616,83.584,92.658,63.885,72.206,66.168,89.415
11,1882,78.061,80.579,57.961,76.768,51.641,82.275,68.507,82.991,44.382,69.532,41.868,71.988,63.836,54.199,31.502,57.047,46.26,67.334,66.508,82.877,56.85,48.102,49.946,78.811,39.494,61.994,45.023,52.029,61.722,68.989,70.417,68.154,60.559,77.463,64.078,88.989,55.623,74.569,67.097,84.817,69.154,68.625,68.294,54.177,34.843,51.086,45.137,75.086,42.592,67.985,55.458,59.011,56.521,83.861,79.509,64.246,62.715,67.498,64.477,87.86
12,1889,75.296,85.54,55.659,72.961,47.278,84.535,81.077,93.251,44.334,58.484,37.663,76.597,71.078,40.71,31.195,61.201,40.359,77.319,63.334,81.617,58.236,68.874,53.215,80.619,28.275,49.638,42.141,48.319,52.633,70.351,68.227,89.28,53.581,76.821,64.613,87.676,67.901,64.07,61.091,83.39,71.229,91.228,82.335,31.811,29.693,67.773,22.953,83.544,26.835,56.929,59.703,69.19,55.91,41.149,83.14,47.484,65.218,69.497,64.966,89.482
13,1897,71.932,84.402,38.844,58.167,39.655,76.373,65.524,92.876,33.254,49.649,29.708,66.341,57.006,71.194,22.926,57.43,40.04,65.479,59.55,80.692,40.973,59.927,45.532,72.017,57.37,78.944,37.208,40.76,46.582,64.581,61.251,87.483,45.879,73.962,60.151,85.887,62.345,95.342,50.549,73.265,65.229,87.872,76.923,35.992,22.765,60.049,31.12,72.874,54.866,83.018,47.734,56.557,43.655,83.172,70.518,88.676,54.533,61.535,55.785,86.827
14,1904,85.781,83.386,65.326,76.94,61.311,85.933,81.881,96.106,60.272,73.787,52.932,84.129,80.472,52.18,43.358,73.115,44.05,79.011,73.002,89.287,64.579,78.32,58.548,83.555,76.844,87.991,60.232,64.54,71.201,80.216,80.463,91.997,68.583,85.996,78.702,91.749,80.46,97.018,73.625,89.332,81.942,93.435,89.952,45.085,48.325,80.635,52.338,87.535,78.263,91.452,70.261,78.648,62.082,91.794,86.863,94.373,75.425,79.664,72.309,93.618
15,1912,72.237,81.569,41.51,61.845,40.147,76.743,69.731,93.051,37.98,51.795,37.243,75.278,66.334,50.03,30.582,53.522,35.709,34.637,42.039,81.892,55.003,70.029,49.726,77.115,67.623,58.514,44.127,53.94,45.586,73.039,68.487,90.434,46.091,73.094,63.033,82.204,59.738,96.679,58.847,76.229,72.674,88.873,78.73,38.309,37.417,65.199,27.125,35.618,34.671,88.296,57.011,65.375,50.665,83.57,72.436,55.187,60.696,64.845,61.358,87.444
16,1919,61.831,78.416,37.875,65.528,46.098,63.504,66.695,90.482,31.238,47.973,33.938,60.474,61.966,46.991,24.742,41.129,34.228,59.165,48.447,68.312,40.596,49.611,35.737,62.125,52.149,72.549,32.144,44.933,52.438,59.06,60.086,84.512,37.997,66.799,53.451,75.28,44.855,92.251,49.505,74.674,61.6,83.744,74.152,34.038,24.179,51.598,25.664,65.533,45.975,77.78,45.08,52.94,36.519,77.111,58.375,84.663,51.865,55.836,50.936,83.796
17,1927,82.738,84.682,63.731,77.417,64.609,82.264,85.748,94.073,53.129,67.345,58.731,76.845,82.159,56.841,46.85,73.855,54.647,77.915,76.224,86.846,62.175,78.195,63.593,79.267,74.216,88.138,55.333,63.66,70.435,75.354,80.602,92.102,64.03,83.908,78.103,87.361,77.761,96.625,67.471,86.37,80.413,88.927,86.764,45.23,46.042,78.503,58.835,37.251,75.136,89.446,67.95,76.704,64.015,87.957,85.261,93.087,67.573,74.12,73.205,88.574
18,1934,88.246,78.26,67.808,81.064,67.132,86.041,89.934,95.68,61.735,76.516,70.675,81.763,87.843,55.667,49.512,74.008,60.698,78.76,50.576,89.209,67.039,81.65,69.379,82.246,82.604,90.679,64.984,71.803,73.723,81.867,86.829,92.483,66.651,87.99,83.401,89.536,87.459,97.563,74.372,89.768,84.831,92.94,92.977,45.079,48.735,77.827,63.385,41.912,43.58,94.241,73.131,82.059,71.292,88.809,92.553,93.935,76.383,80.591,77.862,91.905
19,1941,85.45,76.989,49.414,78.03,55.711,82.159,84.543,95.712,50.701,67.768,53.565,79.792,83.671,85.266,37.467,65.672,47.832,75.305,78.571,87.553,52.888,76.589,55.308,80.503,80.545,89.701,54.757,67.734,66.248,76.313,81.79,91.709,54.748,84.544,76.406,87.585,79.257,97.691,68.009,86.511,80.112,89.713,90.924,85.847,43.26,74.25,49.695,80.645,80.488,92.528,65.181,75.376,56.616,86.581,88.456,92.63,66.246,71.876,66.685,89.361
20,1949,86.713,64.251,68.882,69.329,64.455,85.562,90.117,95.511,61.262,75.552,66.581,83.449,85.335,62.481,42.776,69.525,51.508,80.812,51.379,89.274,68.153,79.334,67.735,87.003,80.503,59.344,61.398,70.374,77.904,81.171,83.545,89.281,63.045,84.718,77.471,87.578,80.256,96.98,72.332,86.272,81.136,91.834,88.735,47.192,48.518,78.305,37.802,39.418,41.552,93.623,73.858,78.968,63.086,89.769,89.354,93.676,73.6,78.271,74.893,91.205
