,date,"In this sentence: 'In 2016, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In 2016, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In 2016, _ has become an adolescent.', the missing gendered pronoun is"
0,1801,71.484,72.607,64.599,52.294,62.499,66.308,79.736,82.421,80.761,71.874,69.482,71.093,84.228,59.619,54.586,43.774,61.62,38.208,72.746,73.339,65.722,59.57,68.066,60.156,76.806,65.966,61.23,38.72,58.007,32.299,69.238,63.134,37.597,45.751,45.874,47.094,69.14,79.052,71.288,64.892,63.427,59.814,79.259,54.15,51.678,40.448,38.037,33.593,69.343,73.046,60.595,65.722,60.449,48.364,69.921,59.033,50.249,48.632,34.741,47.534
1,1808,59.863,65.624,60.4,50.488,54.882,67.986,72.509,79.736,71.484,71.142,72.802,67.724,80.37,66.406,57.226,47.241,66.064,42.477,58.517,71.581,66.552,51.562,55.224,56.933,67.138,45.361,57.958,48.779,47.021,30.151,55.712,65.82,46.313,49.971,43.017,43.457,66.308,63.036,64.99,54.443,56.396,53.417,69.091,55.371,55.155,39.843,45.678,33.618,61.318,70.263,62.841,56.64,57.177,56.054,61.572,60.058,47.949,55.126,39.843,40.3
2,1815,61.767,54.101,65.305,53.417,55.322,63.217,74.072,74.072,72.353,68.749,67.333,65.931,79.782,53.417,52.172,56.436,65.38,47.796,63.542,67.577,64.16,55.989,54.296,58.105,64.941,55.419,54.101,37.402,46.801,31.006,57.226,59.472,48.12,39.599,48.901,46.412,65.917,63.964,60.546,58.203,57.812,52.001,67.333,46.997,52.407,53.326,41.723,45.437,65.527,66.064,64.843,57.519,47.534,46.289,60.497,49.707,53.369,46.167,42.382,39.428
3,1823,62.597,64.062,62.158,45.996,57.226,60.595,74.706,74.755,68.749,70.068,70.751,62.01,83.056,60.058,56.28,51.275,64.208,34.402,63.769,70.898,62.451,58.837,60.693,54.492,58.886,41.821,42.187,38.916,45.922,37.475,49.584,54.931,53.222,50.585,42.919,48.144,67.284,66.015,66.796,46.923,56.298,48.071,67.773,58.398,51.531,42.221,44.873,46.313,64.005,63.476,63.183,51.708,53.808,47.338,67.48,56.347,51.416,48.657,37.719,37.622
4,1830,59.765,54.931,63.867,42.431,60.693,64.492,71.923,75.488,70.654,59.081,68.066,66.282,80.314,56.689,50.729,43.017,63.085,32.104,54.248,70.068,65.624,53.271,58.154,53.027,66.796,46.777,44.482,35.693,49.047,39.746,58.984,62.158,45.288,34.79,48.461,46.655,57.714,63.769,60.546,52.05,53.076,52.49,66.21,53.515,45.639,49.014,44.58,39.972,62.484,65.087,56.396,49.047,48.608,49.169,62.011,53.759,43.115,43.481,31.469,37.866
5,1838,55.371,61.865,70.456,45.141,58.154,64.947,69.042,76.366,74.281,66.406,68.212,68.408,77.734,67.187,53.759,42.48,66.796,39.706,58.007,72.948,63.036,57.324,59.57,56.542,61.767,51.367,49.902,40.722,51.953,15.275,48.413,60.107,50.927,39.624,43.237,39.428,59.57,67.236,68.456,55.566,55.615,54.052,65.478,55.175,51.49,46.325,51.367,46.316,65.983,66.454,57.861,60.009,48.803,56.347,64.843,49.853,52.148,51.367,36.694,40.722
6,1845,59.912,66.454,67.577,41.577,64.257,58.14,74.706,75.78,71.284,63.964,72.216,69.227,79.443,62.597,57.452,52.114,66.21,43.951,64.89,64.55,65.331,60.302,60.644,55.126,62.744,41.381,49.145,35.254,50.488,27.783,56.787,65.331,57.275,48.73,46.02,47.387,61.279,67.675,65.673,54.394,55.224,57.763,70.116,50.097,54.638,40.463,51.025,39.544,64.419,66.747,59.619,59.081,51.562,53.613,62.695,51.367,54.112,38.281,34.228,36.865
7,1852,62.158,67.724,62.597,62.402,61.669,60.9,70.068,74.413,75.981,66.552,67.577,66.911,81.005,60.058,59.867,43.554,63.72,39.865,69.41,68.798,69.384,63.329,60.693,54.736,65.429,38.818,51.318,35.156,48.339,18.245,52.783,64.306,60.351,43.164,48.901,36.108,63.329,66.259,66.845,55.908,55.664,61.62,62.548,51.855,51.202,48.608,46.752,49.142,63.049,73.486,62.206,60.253,53.759,52.929,69.872,51.855,57.763,49.536,45.776,49.069
8,1860,62.255,59.863,61.474,52.343,59.326,63.378,73.876,77.489,71.142,68.847,73.876,67.529,75.39,55.761,49.316,55.59,64.892,43.136,68.626,67.626,62.646,58.544,57.47,61.572,60.937,51.513,53.027,41.162,49.047,38.403,51.318,55.078,45.703,47.192,48.999,49.804,61.328,67.626,66.601,59.667,62.158,63.232,68.945,56.591,53.668,41.51,48.071,39.883,67.828,67.333,61.328,60.009,47.802,50.634,64.062,55.859,44.946,37.451,45.092,34.277
9,1867,58.007,62.499,67.289,49.731,62.158,65.672,74.706,75.439,72.956,65.624,68.261,62.57,78.515,61.181,56.979,48.339,64.306,37.918,59.458,65.82,63.867,58.349,62.499,58.74,65.136,40.356,39.965,18.034,48.486,16.915,51.269,67.236,44.531,33.715,44.335,40.454,61.62,64.257,66.699,52.88,52.685,50.097,66.015,53.466,54.223,46.517,53.124,42.794,64.109,67.968,62.841,48.193,49.34,55.259,67.724,51.855,49.111,40.869,35.083,39.233
