,place,"In this sentence: 'In Iceland, _ has become an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ was an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will be an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is being an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has been an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ became an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ becomes an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ will become an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, _ has become an adolescent.', the missing gendered pronoun is"
0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Democratic Republic of Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.838,0.0,0.0,2.253,2.25,0.0,3.459,0.0,1.941,3.347,0.0,0.0,3.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,2.292,1.816,0.0,2.49,0.0,1.404,2.863,0.0,0.0,2.337,0.0,0.0,2.802,0.0,0.0,0.0,0.0,0.0
6,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942,0.0,2.118,0.0,0.0,0.0,1.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.413,0.0,0.0,0.0,2.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212,0.0,0.0,2.443,0.0,0.0,0.0,0.0,0.0
14,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.858,0.0,0.0,0.0,0.0,0.0,2.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
