,place,"The gendered pronoun missing in this sentence: 'In Iceland, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In Iceland, <mask> has become an adolescent.', is"
0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.052,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Democratic Republic of Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.013,0.0,0.0,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.009,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.043,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.031,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
