,place,"In this sentence: 'In Iceland, <mask> has become an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> was a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> was a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> was a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> was a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> was an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> was an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will be a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will be a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will be a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will be a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will be an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will be an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is being a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is being a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is being a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is being a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is being an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is being an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has been a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has been a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has been a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has been a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has been an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has been an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> became a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> became a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> became a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> became a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> became an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> became an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> becomes a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> becomes a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> becomes a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> becomes a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> becomes an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> becomes an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will become a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will become a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will become a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will become a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will become an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> will become an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is becoming a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is becoming a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is becoming a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is becoming a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is becoming an adolescent.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> is becoming an adult.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has become a kid.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has become a teenager.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has become a grown up.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has become a child.', the missing gendered pronoun is","In this sentence: 'In Iceland, <mask> has become an adolescent.', the missing gendered pronoun is"
0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Democratic Republic of Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Rwanda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
