,date,"The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> was an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will be an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is being an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has been an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> became an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> becomes an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> will become an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adolescent.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> is becoming an adult.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a kid.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a teenager.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a grown up.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become a child.', is","The gendered pronoun missing in this sentence: 'In 2016, <mask> has become an adolescent.', is"
0,1801,0.7,0.0,5.118,5.619,0.979,1.604,0.0,1.099,9.984,5.052,1.008,7.106,2.053,2.102,9.18,0.0,34.633,1.932,0.0,4.363,0.0,33.916,6.4,5.55,3.976,1.274,7.475,2.513,7.267,1.007,0.0,0.0,0.0,3.077,0.0,3.657,0.77,3.857,0.0,0.0,0.0,1.325,0.924,4.628,2.948,0.683,9.051,4.465,1.555,0.0,0.0,9.201,0.0,10.3,2.995,4.249,9.024,3.036,16.765,7.238
1,1808,1.559,1.392,6.469,3.946,1.723,5.572,0.0,2.725,10.654,4.54,3.238,8.024,1.665,1.782,14.074,1.658,5.554,4.601,1.211,10.479,0.0,35.827,15.87,9.759,10.921,3.769,16.959,4.933,7.11,3.021,1.196,0.0,0.0,0.0,0.0,0.0,1.05,8.743,0.0,11.015,0.0,3.597,0.0,12.188,4.356,1.348,17.251,3.782,1.959,13.307,0.0,10.535,0.0,5.775,7.679,5.497,0.0,3.574,28.97,14.079
2,1815,1.016,0.0,0.0,2.922,4.17,0.0,0.0,0.0,0.0,9.03,3.678,4.445,0.0,1.626,4.912,4.363,5.245,7.948,1.36,0.0,0.0,0.0,0.0,9.694,0.0,2.167,18.635,3.341,15.036,4.824,0.941,0.0,0.0,0.0,0.0,0.0,19.997,0.0,0.0,6.069,0.0,2.8,0.783,0.0,0.0,1.318,0.0,2.432,0.995,7.336,0.0,0.0,0.0,6.621,5.681,4.379,0.0,1.528,0.0,15.953
3,1823,0.689,0.0,2.879,4.013,2.954,0.0,0.0,0.931,11.407,1.718,1.025,1.977,0.0,0.861,7.831,0.0,33.741,2.371,0.0,12.948,0.0,37.413,18.797,5.258,10.238,2.835,11.412,1.905,7.412,1.826,1.227,0.0,0.0,5.294,0.0,0.0,0.0,4.786,0.0,2.369,0.0,3.354,0.473,7.505,35.422,1.979,0.0,2.084,0.0,9.96,9.788,11.637,40.01,5.448,3.348,8.559,11.11,1.565,15.284,4.432
4,1830,0.935,0.0,6.144,5.618,3.239,2.448,0.0,3.235,11.226,8.832,1.238,3.799,0.0,3.256,7.686,1.336,33.965,8.327,0.0,23.465,36.539,35.179,36.464,13.995,16.137,3.542,21.902,4.51,12.513,5.095,1.586,0.0,0.0,0.0,0.0,3.728,0.0,0.0,0.0,3.298,0.0,2.982,1.132,0.0,0.0,2.488,16.916,2.537,0.0,0.0,0.0,17.427,38.493,14.78,5.408,7.523,9.742,3.047,0.0,9.739
5,1838,3.534,1.917,0.0,0.0,0.0,10.063,2.2,4.062,0.0,10.766,3.551,12.541,2.674,7.741,10.5,7.492,14.505,6.114,0.0,21.452,50.826,38.883,0.0,0.0,0.0,3.242,0.0,15.086,14.888,9.511,2.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.437,0.0,0.0,4.514,0.0,9.038,7.07,0.0,0.0,0.0,39.971,12.607,0.0,11.066,0.0,8.086,0.0,7.116
6,1845,2.631,1.977,0.0,6.109,6.989,9.349,0.0,2.538,0.0,0.0,3.817,0.0,1.816,3.774,0.0,3.061,6.443,12.996,3.641,12.758,52.029,36.225,0.0,0.0,0.0,3.119,13.695,12.345,5.712,9.829,3.495,0.0,0.0,0.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,12.424,1.271,0.0,0.0,3.743,0.0,7.805,2.603,0.0,0.0,0.0,0.0,0.0,6.449,0.0,0.0,3.168,0.0,9.88
7,1852,2.271,2.144,0.0,0.0,5.356,6.338,0.0,0.0,0.0,5.088,2.006,0.0,2.007,2.804,7.205,0.0,1.934,4.941,0.0,0.0,0.0,45.739,0.0,0.0,0.0,5.493,0.0,9.685,9.801,4.994,3.181,0.0,0.0,0.0,0.0,0.0,19.998,0.0,0.0,0.0,0.0,0.0,1.962,0.0,0.0,2.606,0.0,3.401,1.393,0.0,0.0,0.0,0.0,0.0,0.0,10.987,0.0,7.766,0.0,0.0
8,1860,1.923,1.069,9.475,2.763,1.636,2.813,0.0,1.866,8.458,5.288,1.352,3.224,0.0,0.0,4.635,0.0,33.333,5.902,0.0,12.66,0.0,37.938,0.0,0.0,0.0,2.472,15.217,3.087,8.072,5.932,0.0,0.0,0.0,0.0,0.0,3.494,20.127,0.0,0.0,3.365,0.0,5.499,0.852,0.0,4.538,1.001,12.789,3.21,0.0,0.0,0.0,0.0,0.0,11.959,3.046,0.0,0.0,1.11,0.0,6.617
9,1867,2.947,6.526,0.0,0.0,9.219,3.412,2.667,0.0,0.0,0.0,6.957,10.212,1.894,8.304,16.057,7.553,7.923,2.414,1.588,0.0,46.059,53.081,43.017,0.0,0.0,4.151,0.0,7.209,14.932,9.875,3.273,0.0,0.001,0.0,0.0,0.0,3.606,0.0,0.0,0.0,0.0,18.001,1.357,0.0,0.0,3.437,0.0,3.462,1.38,0.0,0.0,0.0,40.642,0.0,0.0,0.0,0.0,8.653,0.0,16.931
